cohort,hgrades,hgrades_c,Cgrades,bparented,bparented_c,pell,hapcl,hapcl_c,hprecalc13,hprecalc13_c,hchallenge,hchallenge_c,cSFcareer,cSFcareer_c,hacadpr13,hacadpr13_c,tcare,tcare_c,firstgen,re_all,living18,sex,StemMaj,StemMaj_c,trnsfr_cr,x_FASt,credit_dose,credit_dose_c,XZ_c,r,r_minus,r_plus,sbmyself,sbvalued,sbcommunity,pgthink,pganalyze,pgwork,pgvalues,pgprobsolve,SEwellness,SEnonacad,SEactivities,SEacademic,SEdiverse,evalexp,sameinst,MHWdacad,MHWdlonely,MHWdmental,MHWdexhaust,MHWdsleep,MHWdfinancial,QIstudent,QIadvisor,QIfaculty,QIstaff,QIadmin,id,DE_group_temp,hdc17,DC_student
1,5,-1.5270000000000001,6,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,1,Black/African American,Off-campus (rent/apartment),Male,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,26,2.1,3.1,3,4,3,3,2,3,2,2,3,3,3,3,3,2,2,4.0,3.0,3.0,,3.0,3.0,5.0,4.0,5.0,4.0,5.0,4296,1,2,1
1,8,1.4729999999999999,7,7,0.9551999999999996,0,1,0.7532,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,13,3.2376000000000005,8,5.0504,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,40,1,2.865290303898891,2.290739686959247,2.290739686959247,-6,-1.1,-0.09999999999999998,2,2,2,2,2,2,2,2,3,3,4,3,4,3,3,4.0,,5.0,4.0,,4.0,6.0,5.0,5.0,5.0,6.0,4297,2,5,1
0,8,1.4729999999999999,7,6,-0.044800000000000395,1,1,0.7532,0,-0.3436,3,-1.4880000000000004,2,-0.30100000000000016,8,-1.7623999999999995,18,15.0504,0,Asian,With family (commuting),Female,0,-0.2482,40,1,2.8969957430744415,2.322445126134798,2.322445126134798,4,-0.09999999999999998,0.9,2,3,2,4,3,4,4,3,3,2,3,2,2,3,4,4.0,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4298,2,7,1
1,5,-1.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,4,-0.48800000000000043,2,-0.30100000000000016,35,25.2376,18,15.0504,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,4,-0.09999999999999998,0.9,3,3,3,3,4,4,3,3,4,4,4,4,4,3,2,3.0,2.0,3.0,,3.0,3.0,5.0,5.0,5.0,5.0,6.0,4299,1,1,0
1,6,-0.5270000000000001,6,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,3,-1.4880000000000004,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,11,0,0.0,-0.5745506169396439,-0.0,-4,-0.9,0.09999999999999998,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,7.0,6.0,6.0,4300,1,2,1
1,5,-1.5270000000000001,6,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,1,Other/Multiracial/Unknown,With family (commuting),Female,1,0.7518,1,0,0.0,-0.5745506169396439,-0.0,16,1.1,2.1,3,3,3,3,2,4,3,3,2,3,2,2,3,4,4,3.0,4.0,4.0,4.0,3.0,,6.0,5.0,5.0,5.0,6.0,4301,1,2,1
0,5,-1.5270000000000001,6,6,-0.044800000000000395,0,1,0.7532,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,0,-9.7624,3,0.05039999999999978,0,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,34,2.9,3.9,3,4,4,2,2,3,3,2,2,2,2,2,3,2,2,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4302,0,2,1
1,7,0.47299999999999986,7,7,0.9551999999999996,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,1,Other/Multiracial/Unknown,On-campus (residence hall),Female,0,-0.2482,33,1,2.105726607202173,1.5311759902625293,1.5311759902625293,-2,-0.7,0.3,2,2,2,3,4,4,4,3,3,4,3,3,3,3,3,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4303,2,7,1
1,8,1.4729999999999999,7,5,-1.0448000000000004,1,0,-0.2468,1,0.6564,5,0.5119999999999996,2,-0.30100000000000016,18,8.2376,0,-2.9496,1,White,Off-campus (rent/apartment),Male,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,19,1.4,2.4,3,3,3,2,2,3,2,3,4,4,3,4,4,4,4,4.0,4.0,4.0,,5.0,4.0,5.0,6.0,6.0,6.0,5.0,4304,0,3,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,13,3.2376000000000005,0,-2.9496,0,Other/Multiracial/Unknown,With family (commuting),Female,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,-5,-1.0,0.0,2,2,3,3,2,3,2,3,3,3,4,3,3,3,4,4.0,4.0,4.0,5.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,4305,1,2,1
1,5,-1.5270000000000001,7,8,1.9551999999999996,0,0,-0.2468,1,0.6564,5,0.5119999999999996,2,-0.30100000000000016,23,13.2376,3,0.05039999999999978,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,19,1,0.7677701572833431,0.19321954034369915,0.19321954034369915,4,-0.09999999999999998,0.9,2,2,2,3,3,3,3,2,2,2,2,2,3,4,3,2.0,3.0,3.0,3.0,,3.0,,5.0,5.0,5.0,5.0,4306,2,6,1
0,5,-1.5270000000000001,6,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,16,1.1,2.1,2,3,3,3,3,3,3,3,2,3,2,2,2,2,2,6.0,5.0,5.0,6.0,6.0,6.0,5.0,,4.0,4.0,4.0,4307,1,3,1
0,8,1.4729999999999999,7,8,1.9551999999999996,0,1,0.7532,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,23,13.2376,0,-2.9496,0,Asian,With family (commuting),Female,1,0.7518,9,0,0.0,-0.5745506169396439,-0.0,31,2.6,3.6,3,3,2,3,3,3,4,3,3,2,3,3,3,2,3,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4308,1,1,0
0,7,0.47299999999999986,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,4,1.6989999999999998,18,8.2376,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Female,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,-4,-0.9,0.09999999999999998,4,4,4,2,3,3,3,2,3,3,4,3,3,3,3,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4309,0,2,1
1,8,1.4729999999999999,7,6,-0.044800000000000395,0,1,0.7532,1,0.6564,5,0.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,Asian,With family (commuting),Male,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,6,0.09999999999999998,1.1,2,2,2,3,4,4,4,4,2,2,2,1,2,3,3,5.0,,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4310,1,3,1
1,6,-0.5270000000000001,7,6,-0.044800000000000395,0,0,-0.2468,1,0.6564,3,-1.4880000000000004,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,24,1,1.2633790119803252,0.6888283950406813,0.6888283950406813,-5,-1.0,0.0,2,2,2,3,4,3,3,3,3,3,3,3,2,3,3,3.0,3.0,3.0,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4311,2,4,1
0,6,-0.5270000000000001,7,6,-0.044800000000000395,0,1,0.7532,1,0.6564,3,-1.4880000000000004,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,0,Asian,With family (commuting),Male,1,0.7518,21,1,0.9368842068361204,0.36233358989647646,0.36233358989647646,22,1.7000000000000002,2.7,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,4312,2,6,1
1,6,-0.5270000000000001,6,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,0,-9.7624,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,3,-0.2,0.8,3,3,3,4,4,4,4,3,4,4,4,4,3,2,2,3.0,,3.0,3.0,3.0,3.0,5.0,5.0,,6.0,,4313,1,1,0
1,7,0.47299999999999986,7,5,-1.0448000000000004,1,1,0.7532,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,8,-1.7623999999999995,3,0.05039999999999978,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,-5,-1.0,0.0,3,2,3,4,4,4,3,4,3,4,3,3,2,3,2,5.0,5.0,5.0,5.0,5.0,5.0,,6.0,5.0,5.0,5.0,4314,1,1,0
0,6,-0.5270000000000001,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,6,1.5119999999999996,2,-0.30100000000000016,0,-9.7624,3,0.05039999999999978,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,0,0,0.0,-0.5745506169396439,-0.0,10,0.5,1.5,2,2,2,3,4,3,4,3,3,3,2,3,3,3,3,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4315,0,3,1
1,7,0.47299999999999986,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,3,-1.4880000000000004,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,0,White,With family (commuting),Male,0,-0.2482,41,1,2.930096335886776,2.3555457189471323,2.3555457189471323,0,-0.5,0.5,2,1,1,2,2,3,3,3,2,3,3,2,2,3,3,,3.0,3.0,4.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,4316,2,5,1
0,5,-1.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,13,3.2376000000000005,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Female,1,0.7518,5,0,0.0,-0.5745506169396439,-0.0,-12,-1.7,-0.7,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4.0,4.0,4.0,,5.0,4.0,6.0,5.0,5.0,6.0,5.0,4317,1,1,0
0,8,1.4729999999999999,7,7,0.9551999999999996,0,1,0.7532,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,18,8.2376,0,-2.9496,0,Asian,With family (commuting),Female,1,0.7518,7,0,0.0,-0.5745506169396439,-0.0,-11,-1.6,-0.6000000000000001,2,2,2,3,3,2,2,3,3,2,3,3,3,3,3,5.0,5.0,5.0,,5.0,,5.0,4.0,4.0,4.0,3.0,4318,1,2,1
0,5,-1.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,8,5.0504,1,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,2,0,0.0,-0.5745506169396439,-0.0,27,2.2,3.2,2,2,2,3,3,2,3,3,3,2,2,2,2,2,2,3.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4319,1,1,0
1,7,0.47299999999999986,7,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,2,-2.4880000000000004,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,0,Other/Multiracial/Unknown,With family (commuting),Male,1,0.7518,8,0,0.0,-0.5745506169396439,-0.0,1,-0.4,0.6,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,2.0,2.0,2.0,1.0,2.0,1.0,4.0,5.0,4.0,4.0,5.0,4320,1,1,0
0,7,0.47299999999999986,7,6,-0.044800000000000395,0,1,0.7532,1,0.6564,4,-0.48800000000000043,4,1.6989999999999998,3,-6.7623999999999995,0,-2.9496,0,Asian,On-campus (residence hall),Male,1,0.7518,23,1,1.1518200288803455,0.5772694119407016,0.5772694119407016,30,2.5,3.5,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3.0,,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4321,2,4,1
0,7,0.47299999999999986,7,6,-0.044800000000000395,0,0,-0.2468,1,0.6564,5,0.5119999999999996,1,-1.3010000000000002,3,-6.7623999999999995,0,-2.9496,1,White,Off-campus (rent/apartment),Male,1,0.7518,9,0,0.0,-0.5745506169396439,-0.0,2,-0.3,0.7,2,2,2,2,3,3,3,3,2,2,3,2,2,4,4,3.0,4.0,3.0,4.0,4.0,3.0,6.0,5.0,6.0,6.0,6.0,4322,1,1,0
0,6,-0.5270000000000001,5,8,1.9551999999999996,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,35,32.050399999999996,1,Hispanic/Latino,With family (commuting),Female,1,0.7518,8,0,0.0,-0.5745506169396439,-0.0,-10,-1.5,-0.5,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4323,1,1,0
0,7,0.47299999999999986,7,6,-0.044800000000000395,1,1,0.7532,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,35,25.2376,0,-2.9496,0,White,With family (commuting),Male,0,-0.2482,10,0,0.0,-0.5745506169396439,-0.0,1,-0.4,0.6,2,3,2,3,3,3,3,4,4,3,4,4,4,2,2,3.0,3.0,3.0,3.0,2.0,2.0,5.0,6.0,5.0,5.0,6.0,4324,1,3,1
0,8,1.4729999999999999,6,8,1.9551999999999996,1,0,-0.2468,0,-0.3436,2,-2.4880000000000004,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,6,0,0.0,-0.5745506169396439,-0.0,-12,-1.7,-0.7,3,3,4,3,3,4,3,3,3,4,3,3,4,4,3,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,4325,1,2,1
1,8,1.4729999999999999,7,6,-0.044800000000000395,0,0,-0.2468,1,0.6564,3,-1.4880000000000004,1,-1.3010000000000002,13,3.2376000000000005,0,-2.9496,0,Asian,With family (commuting),Male,0,-0.2482,6,0,0.0,-0.5745506169396439,-0.0,24,1.9,2.9,3,4,3,2,2,2,3,3,4,3,3,3,3,3,3,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,4326,1,3,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,13,3.2376000000000005,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,13,0.8,1.8,2,2,2,2,3,3,3,3,2,3,2,2,2,4,3,5.0,4.0,4.0,5.0,4.0,5.0,,4.0,3.0,3.0,4.0,4327,1,3,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,7,2.5119999999999996,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,0,Asian,With family (commuting),Male,1,0.7518,0,0,0.0,-0.5745506169396439,-0.0,-4,-0.9,0.09999999999999998,3,3,3,3,4,4,3,4,4,3,4,3,3,3,3,,4.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,4328,0,2,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,3,0.05039999999999978,1,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,26,2.1,3.1,2,2,3,4,4,4,4,3,4,4,4,4,3,4,4,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,4329,1,1,0
0,5,-1.5270000000000001,6,6,-0.044800000000000395,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,1,-1.3010000000000002,3,-6.7623999999999995,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,14,0.8999999999999999,1.9,3,2,3,3,4,3,3,3,4,4,3,3,4,4,3,3.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,6.0,6.0,5.0,4330,1,3,1
0,8,1.4729999999999999,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,7,2.5119999999999996,1,-1.3010000000000002,35,25.2376,0,-2.9496,0,Asian,With family (commuting),Male,0,-0.2482,11,0,0.0,-0.5745506169396439,-0.0,-4,-0.9,0.09999999999999998,2,2,2,2,4,3,3,3,2,2,1,2,2,2,2,5.0,5.0,4.0,,,5.0,4.0,,4.0,4.0,4.0,4331,1,1,0
1,8,1.4729999999999999,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,35,25.2376,0,-2.9496,0,White,With family (commuting),Female,0,-0.2482,6,0,0.0,-0.5745506169396439,-0.0,-2,-0.7,0.3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3.0,4.0,3.0,3.0,3.0,4.0,7.0,7.0,6.0,6.0,7.0,4332,1,1,0
1,6,-0.5270000000000001,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,3,-1.4880000000000004,3,0.6989999999999998,13,3.2376000000000005,0,-2.9496,1,Asian,Off-campus (rent/apartment),Female,0,-0.2482,18,1,0.6256893678675475,0.05113875092790354,0.05113875092790354,22,1.7000000000000002,2.7,1,1,1,2,2,3,2,2,2,1,2,3,2,2,2,6.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,4333,2,6,1
1,7,0.47299999999999986,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,23,13.2376,0,-2.9496,1,Asian,With family (commuting),Female,0,-0.2482,3,0,0.0,-0.5745506169396439,-0.0,-4,-0.9,0.09999999999999998,2,2,2,3,2,3,3,2,3,2,2,2,2,4,3,5.0,6.0,6.0,6.0,6.0,,5.0,5.0,4.0,5.0,3.0,4334,1,1,0
0,6,-0.5270000000000001,7,6,-0.044800000000000395,1,1,0.7532,1,0.6564,6,1.5119999999999996,2,-0.30100000000000016,18,8.2376,8,5.0504,0,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,4,0,0.0,-0.5745506169396439,-0.0,17,1.2,2.2,3,3,4,3,3,3,3,3,3,2,3,3,2,3,3,,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,4335,1,2,1
0,7,0.47299999999999986,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,6,1.5119999999999996,2,-0.30100000000000016,23,13.2376,3,0.05039999999999978,1,Hispanic/Latino,With family (commuting),Female,1,0.7518,2,0,0.0,-0.5745506169396439,-0.0,27,2.2,3.2,3,2,3,2,3,2,2,2,2,4,2,3,2,3,3,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4336,1,2,1
1,5,-1.5270000000000001,6,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,13,3.2376000000000005,0,-2.9496,1,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,8,0,0.0,-0.5745506169396439,-0.0,9,0.4,1.4,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4337,1,3,1
1,6,-0.5270000000000001,6,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,With family (commuting),Female,0,-0.2482,7,0,0.0,-0.5745506169396439,-0.0,18,1.3,2.3,2,2,2,3,3,3,3,3,1,2,2,2,1,2,2,5.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4338,1,3,1
0,7,0.47299999999999986,7,5,-1.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,13,3.2376000000000005,0,-2.9496,0,Hispanic/Latino,Off-campus (rent/apartment),Male,0,-0.2482,1,0,0.0,-0.5745506169396439,-0.0,-1,-0.6,0.4,2,3,2,2,2,2,1,2,2,3,2,2,2,3,3,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4339,1,1,0
1,5,-1.5270000000000001,7,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,6,1.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,0,Other/Multiracial/Unknown,On-campus (residence hall),Male,0,-0.2482,55,1,4.3044069423816005,3.7298563254419568,3.7298563254419568,-5,-1.0,0.0,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4340,2,7,1
0,6,-0.5270000000000001,6,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,8,-1.7623999999999995,3,0.05039999999999978,1,Asian,Off-campus (rent/apartment),Female,0,-0.2482,5,0,0.0,-0.5745506169396439,-0.0,23,1.7999999999999998,2.8,1,1,1,2,3,2,2,2,1,2,1,2,2,2,2,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,4.0,4.0,4.0,4341,1,1,0
1,5,-1.5270000000000001,6,7,0.9551999999999996,1,0,-0.2468,1,0.6564,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,8,5.0504,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,26,1,1.4823129295778312,0.9077623126381873,0.9077623126381873,18,1.3,2.3,3,3,3,3,2,3,3,2,3,3,4,3,3,3,2,,4.0,4.0,4.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,4342,2,7,1
1,6,-0.5270000000000001,7,6,-0.044800000000000395,1,0,-0.2468,1,0.6564,3,-1.4880000000000004,3,0.6989999999999998,3,-6.7623999999999995,13,10.0504,0,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,37,1,2.5569448046091994,1.9823941876695554,1.9823941876695554,27,2.2,3.2,4,4,4,4,4,3,4,4,3,3,4,3,3,3,2,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4343,2,6,1
1,6,-0.5270000000000001,7,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Female,1,0.7518,6,0,0.0,-0.5745506169396439,-0.0,12,0.7,1.7,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4344,1,1,0
1,6,-0.5270000000000001,7,6,-0.044800000000000395,1,1,0.7532,1,0.6564,4,-0.48800000000000043,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,0,Hispanic/Latino,With family (commuting),Female,0,-0.2482,21,1,0.9945531559502598,0.4200025390106159,0.4200025390106159,3,-0.2,0.8,3,4,3,3,3,4,2,3,1,2,2,3,2,3,2,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4345,2,6,1
1,8,1.4729999999999999,7,5,-1.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.4880000000000004,3,0.6989999999999998,3,-6.7623999999999995,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Female,1,0.7518,5,0,0.0,-0.5745506169396439,-0.0,26,2.1,3.1,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,4.0,,4.0,3.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,4346,1,3,1
0,8,1.4729999999999999,7,5,-1.0448000000000004,0,0,-0.2468,1,0.6564,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,1,Asian,Off-campus (rent/apartment),Female,0,-0.2482,16,1,0.4512168596740036,-0.12333375726564033,-0.12333375726564033,25,2.0,3.0,2,2,2,3,4,3,4,4,3,3,3,3,2,4,4,5.0,,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4347,2,6,1
0,8,1.4729999999999999,7,8,1.9551999999999996,0,1,0.7532,0,-0.3436,5,0.5119999999999996,2,-0.30100000000000016,3,-6.7623999999999995,0,-2.9496,0,Asian,With family (commuting),Male,0,-0.2482,1,0,0.0,-0.5745506169396439,-0.0,-8,-1.3,-0.30000000000000004,1,1,2,4,2,4,3,4,3,3,3,3,2,2,2,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,4348,1,2,1
1,6,-0.5270000000000001,7,5,-1.0448000000000004,0,1,0.7532,0,-0.3436,6,1.5119999999999996,3,0.6989999999999998,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,41,1,2.9272509585102866,2.3527003415706425,2.3527003415706425,11,0.6000000000000001,1.6,3,4,4,3,2,4,2,3,2,2,3,3,2,2,2,,2.0,2.0,,2.0,3.0,4.0,5.0,5.0,4.0,5.0,4349,2,6,1
1,6,-0.5270000000000001,6,7,0.9551999999999996,0,0,-0.2468,0,-0.3436,5,0.5119999999999996,1,-1.3010000000000002,8,-1.7623999999999995,8,5.0504,0,Asian,With family (commuting),Female,0,-0.2482,13,1,0.15977853236333814,-0.41477208457630577,-0.41477208457630577,16,1.1,2.1,2,2,2,3,4,4,3,3,3,3,3,3,3,3,3,,5.0,,5.0,5.0,3.0,5.0,6.0,6.0,6.0,5.0,4350,2,6,1
0,6,-0.5270000000000001,7,5,-1.0448000000000004,0,1,0.7532,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,8,-1.7623999999999995,0,-2.9496,1,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,26,1,1.4622353316366283,0.8876847146969844,0.8876847146969844,7,0.19999999999999996,1.2,3,2,2,4,3,3,3,3,3,4,3,4,4,3,3,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,,6.0,6.0,4351,2,6,1
0,6,-0.5270000000000001,7,6,-0.044800000000000395,0,0,-0.2468,0,-0.3436,4,-0.48800000000000043,2,-0.30100000000000016,28,18.2376,0,-2.9496,0,Hispanic/Latino,On-campus (residence hall),Male,0,-0.2482,9,0,0.0,-0.5745506169396439,-0.0,7,0.19999999999999996,1.2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4.0,3.0,3.0,4.0,4.0,,6.0,5.0,5.0,5.0,5.0,4352,1,1,0
